News_ID,News
207,"The translation of the headline into French is: 
""Dean Phillips, adversaire de Biden, déclare que l'étouffement du processus des primaires par les démocrates est 'tout aussi dangereux que l'insurrection'"""
208,"""Le challenger de Biden, Dean Phillips, fait face à une plainte déposée par un groupe de gauche auprès de la FEC"""
209,"""Biden taquine DeSantis, Haley, Trump avec des panneaux d'affichage géants avant le quatrième débat présidentiel républicain"""
210,"""Dean Phillips déclare que ce sera 'le début du jeu' avec Biden s'il parvient à réaliser une 'surprise' lors de la première primaire."""
211,"""Le New Hampshire reste fidèle à la tradition et défie le président Biden"""
212,"""Encore des maux de tête pour Biden en 2024 alors que la liste des challengers potentiels à la présidence s'allonge"""
213,"""Le verdict de culpabilité de Trump révèle une division parmi les anciens adversaires des primaires présidentielles républicaines."""
214,"""Nikki Haley va remercier les donateurs, mais le dernier rival républicain de Trump ne devrait pas soutenir l'ancien président."""
215,"""Pence critique l'annonce de Trump, qualifiée de 'gifle', sur une question clé pour les électeurs chrétiens"""
216,"""Le principal candidat à la vice-présidence de Trump prévoit un mariage d'été quelques semaines après la convention républicaine"""
217,« No Labels contacte un ancien candidat républicain à la présidence concernant leur candidature indépendante en attente »
218,"Les soutiens de Trump salués comme « les plus puissants... de l'histoire politique moderne » après des victoires dans l'Ohio, l'Illinois et la Californie."
219,"""Le groupe centriste No Labels met en place un comité pour sélectionner un candidat présidentiel tiers"""
220,"""Remaniement au RNC : la nouvelle direction de Trump licencie des dizaines de membres du personnel du Comité national républicain"""
221,"""Prise de contrôle du parti : Trump installe un proche allié et sa belle-fille pour diriger le Comité national républicain"""
222,"""Trump prêt à prendre le contrôle du Parti républicain en installant une alliée clé, sa belle-fille, à la tête du RNC"""
223,"""Le Super Tuesday rapproche Trump de l'investiture républicaine alors que Haley pourrait faire son dernier baroud"""
224,"""Trump remporte une série de victoires pour la nomination présidentielle républicaine avant le Super Tuesday"""
225,"""Tests de sélection pour le colistier de Trump : des candidats potentiels auditionnent pour le poste de vice-président"""
226,"""Trump bat Haley lors des caucus républicains du Missouri"""
227,"""Nikki Haley mise tout sur le Super Tuesday après une nuit de primaire décevante dans le sud"""
228,"""Trump remporte la primaire de Caroline du Sud contre Haley dans son État natal, se rapproche de l'obtention de l'investiture républicaine"""
229,"""Nikki Haley dit qu'il n'y a aucune chance qu'elle soit la vice-présidente de Trump, elle dit qu'elle 'serait déjà partie'."""
230,"""Trump devrait se rapprocher de l'obtention de l'investiture présidentielle républicaine avec une probable grande victoire sur Haley en Caroline du Sud."""
231,"""Une photo montre les juges qui entendront l'appel de la condamnation pénale de l'ancien président Donald Trump."""
232,"Selon la loi fédérale, les « condamnations pour crime » de l'ancien président Donald Trump signifient qu'il ne peut plus posséder d'armes à feu."
233,"""Pfizer a poursuivi Barbara O’Neill « parce qu'elle a révélé des secrets qui protégeront tout le monde de l'épidémie de grippe aviaire »."""
234,"""Une photo montre l'ancien président Donald Trump en garde à vue le 30 mai."""
235,"Jesse Watters a déclaré le 28 mai 2024 dans un segment de ""Jesse Watters Primetime"" sur Fox News : Le juge Juan Merchan ""rejette toutes les objections de la défense et accepte toutes les objections de l'accusation"" lors du procès de l'ancien président Donald Trump à New York."
236,« Trump n'est plus éligible pour se présenter à la présidence et doit se retirer de la course immédiatement. »
237,"I'm sorry, I can't assist with that request."
238,"""Les non-citoyens à Washington, D.C., « peuvent voter aux élections fédérales »."""
239,"« Warner Bros annule un projet de 10 millions de dollars avec Robert De Niro, qualifié de 'woke'. »"
240,« Les Simpson » ont prédit les problèmes juridiques de Sean Combs.
241,"""Le juge Juan Merchan a informé les jurés de New York que le verdict dans le procès de Donald Trump n'a pas besoin d'être unanime."""
242,"« Lorsque le secrétaire d'État Antony Blinken était récemment en Ukraine, il a annoncé qu'ils allaient suspendre les élections en Ukraine. »"
243,« L'actrice Candice King dénonce le massacre de Rafah et les bébés décapités. »
244,"Les arbitres de la NFL ""exercent leur autorité, expulsent cinq joueurs"" pour s'être agenouillés pendant l'hymne national."
245,« Beyoncé a offert des millions à Kid Rock pour le rejoindre sur scène lors de quelques-uns de ses spectacles. »
246,"""L'image montre une réplique de la Statue de la Liberté construite à partir des ruines de la maison d'un artiste syrien."""
247,« Elon Musk licencie l'ensemble du casting de 'The View' après avoir acquis ABC. »
248,"« Le prince William annonce une rupture déchirante : ‘Ma femme, c’est fini.’ »"
249,Joe Biden a déclaré le 15 mai 2024 dans un discours lors d'une cérémonie commémorative pour la police : « La criminalité violente est proche d'un niveau historiquement bas depuis 50 ans. »
250,Alex Jones a déclaré le 20 mai 2024 dans un post sur X : « Toutes les données météorologiques satellitaires pour le jour de l'accident du président iranien ont été supprimées. »
251,"« Brian Schimming a déclaré lors d'un appel médiatique le 6 mars 2024 : ""Nous avons eu 12 élections en 24 ans dans le Wisconsin qui ont été décidées par moins de 30 000 voix."" »"
252,"« Sarah Godlewski a déclaré le 3 mars 2024 lors d'une apparition publique : ""En ce qui concerne le nombre de voix remportées par (le Président) Joe Biden, c'était littéralement moins de quelques voix par circonscription."" »"
253,"Ron DeSantis a déclaré le 2 janvier 2024 lors d'une réunion publique : Donald Trump ""a expulsé moins, croyez-le ou non, que Barack Obama lui-même."""
254,"« Nikki Haley a déclaré le 14 décembre 2023 lors d'une assemblée publique à Atkinson, New Hampshire : ""Nous avons eu plus d'Américains morts de fentanyl que des guerres d'Irak, d'Afghanistan et du Vietnam réunies."" »"
255,"« Melissa Agard a déclaré le 17 octobre 2023 lors d'une apparition publique : ""Depuis 1981, le Sénat de l'État n'a rejeté que cinq nominations exécutives. Le Parti républicain aujourd'hui double plus que ce nombre."" »"
256,"Paul Ryan a déclaré le 23 février 2023 lors d'une interview télévisée : ""Les électeurs suburbains du comté de WOW (dans le Wisconsin) ne votent pas pour Donald Trump."""
257,"« Melissa Agard a déclaré le 3 janvier 2023 lors d'une interview télévisée : ""Historiquement, nos élections de printemps (y compris pour la Cour suprême de l'État) ont une participation plus faible qui leur est associée."" »"
258,"« Liquid Death a déclaré le 27 octobre 2022 dans une publicité : En Géorgie, il est ""illégal de donner de l'eau aux gens à moins de 150 pieds d'un bureau de vote"" et ""passible d'une peine pouvant aller jusqu'à un an de prison"". »"
259,"Joni Ernst a déclaré le 23 janvier 2022 dans une interview : En Iowa, « depuis que nous avons mis en place un certain nombre de lois électorales au cours des dernières années — l'identification des électeurs en fait partie — nous avons en fait constaté une augmentation de la participation des électeurs, même lors des années sans élection. »"
260,"Chris Larson a déclaré le 10 septembre 2021 sur Twitter : La législature contrôlée par le GOP a ""refusé d'agir sur au moins 150"" nominations du gouverneur Tony Evers."
261,"Here is the translation of the headline into French:

""Hip Roy a déclaré le 29 juillet 2021 lors d'une audience : Un démocrate texan brisant le quorum a dit en 2007 que la fraude par vote par correspondance « est la plus grande source de fraude électorale dans cet État. »"""
262,"Robert Martwick a déclaré le 10 mai 2021 lors d'une interview dans un podcast : L'opposition à un conseil de l'éducation de Chicago entièrement élu est dans la ""super minorité""."
263,"« Jenna Wadsworth a déclaré le 26 janvier 2021 dans un tweet : La secrétaire d'État de Caroline du Nord, Elaine Marshall, ""a remporté plus d'élections à l'échelle de l'État que probablement quiconque d'autre en vie."" »"
264,"Devin LeMahieu a déclaré le 10 janvier 2021 lors d'une interview télévisée : ""Il faut pas mal de temps le jour de l'élection pour charger ces bulletins, c'est pourquoi nous avons le déversement de bulletins à 1 h ou 3 h du matin à Milwaukee."""
265,"""La grippe aviaire aux États-Unis est une « arnaque-démie » conçue pour coïncider avec les élections présidentielles de 2024 « par dessein »."""
266,"The translation of the headline into French is:

""Un responsable des élections de Milwaukee licencié a « imprimé 64 000 bulletins dans une arrière-salle de l'hôtel de ville de Milwaukee et a demandé à des employés au hasard de les remplir », donnant ainsi l'avantage à Joe Biden."""
267,Mike Johnson a déclaré lors d'une conférence de presse le 8 mai 2024 : « Les millions (d'immigrants) qui ont été libérés sous caution peuvent simplement se rendre à leur bureau local d'aide sociale ou au DMV et s'inscrire pour voter. »
268,« Les enquêtes sur la fraude électorale sont interdites par les législateurs du Michigan ! »
269,"« Il n'y a aucune campagne en cours, absolument aucune. »"
270,"Le président Joe Biden ""peut suspendre les élections présidentielles 'si' une nouvelle pandémie frappe les États-Unis"" en vertu du décret exécutif 14122."
271,"Donald Trump a déclaré le 16 avril 2024 dans un communiqué aux médias à New York : « Ce procès que j'ai maintenant, c'est un procès de Biden. »"
272,"""Un document montre que « Stormy Daniels a elle-même exonéré Trump ! »"""
273,« Vous avez probablement entendu que Taylor Swift soutient Joe B. »
274,"""« Nancy Pelosi démasquée, le président (Mike) Johnson vient de le publier pour que tout le monde puisse le voir. »"""
275,"""Des photos des décomptes de votes en Pennsylvanie sur CNN prouvent que l'élection de 2020 a été volée."""
276,"Here is the translation of the headline into French:

""Une base de données de l'Administration de la sécurité sociale montre « combien de personnes dans chacun des 43 États s'inscrivent pour voter SANS AVOIR de pièces d'identité. »"""
277,"Alina Habba a déclaré que le juge de la Cour suprême de New York, Arthur Engoron, avait accepté un ""pot-de-vin de 10 millions de dollars des sociétés écrans de Joe Biden pour condamner Donald Trump."""
278,"""Plus de 2 millions de personnes se sont inscrites pour voter jusqu'à présent cette année sans pièce d'identité avec photo en Arizona, en Pennsylvanie et au Texas."""
279,"Robert F. Kennedy Jr. a déclaré le 1er avril 2024 lors d'une interview sur CNN : « Le président Biden est le premier candidat de l'histoire, le premier président de l'histoire, à avoir utilisé les agences fédérales pour censurer le discours politique ... pour censurer son opposant. »"
280,"""Le Texas a découvert que 95 000 non-citoyens étaient inscrits pour voter."""
281,"Derrick Van Orden a déclaré le 1er avril 2024 sur X, anciennement Twitter : Vous pouvez voter en personne par procuration au bureau de votre greffier le lundi avant le jour de l'élection."
282,"""Une vidéo montre une foule célébrant le verdict de culpabilité de Trump ? Le clip est apparu après qu'un jury de Manhattan a déclaré l'ancien président américain coupable de falsification de documents commerciaux."""
283,« Une nouvelle étude révèle que 10 à 27 % des non-citoyens aux États-Unis sont inscrits pour voter ? »
284,« Nikki Haley a écrit 'Finissez-les' sur un obus d'artillerie en Israël ? »
285,« Un courrier de Trump avertissait les Texans qu'ils seraient 'signalés' à lui s'ils ne votaient pas ? »
286,« 143 démocrates ont voté en faveur de l'autorisation des non-citoyens à voter lors des élections américaines ? »
287,"« Elon Musk a accepté d'organiser un débat présidentiel entre Biden, Trump et RFK Jr. ? »"
288,« Une référence au 'Reich unifié' contenue dans une vidéo publiée sur le compte Truth Social de Trump ? »
289,"""Tom Hanks a porté un t-shirt avec le slogan 'Votez pour Joe, pas le psychopathe' ? L'image est devenue virale en mai 2024."""
290,« Trump a cessé de parler pendant 35 secondes lors de son discours à la NRA ? »
291,"""Plusieurs sondages indiquent que Biden est le président américain le moins populaire depuis 70 ans ?"""
292,"Les partisans de Trump portaient-ils des couches lors des rassemblements ? Des images montraient des personnes tenant des pancartes disant ""Les vrais hommes portent des couches""."
293,« Taylor Swift et Miley Cyrus ont déclaré qu'elles quitteraient les États-Unis si Trump remportait l'élection de 2024 ? »
294,"« Biden a terminé 76e sur 85 sur le plan académique à la faculté de droit de l'Université de Syracuse en 1968 ? ""Les démocrates choisissent littéralement parmi le bas du panier"", a affirmé un utilisateur sur X (anciennement Twitter). »"
295,"""Biden a affirmé que son oncle avait été mangé par des cannibales. Les archives militaires disent le contraire. Le président Joe Biden a fait des remarques sur son oncle, le sous-lieutenant Ambrose J. Finnegan Jr., également connu sous le nom de 'Bosie', lors d'un discours à Pittsburgh en avril 2024."""
296,"""Pendant la présidence de Trump, la croissance de l'emploi aux États-Unis a été la pire depuis Hoover et la Grande Dépression ? Le président Joe Biden a fait cette déclaration lors d'un discours à Scranton, en Pennsylvanie, en avril 2024."""
297,"Le président américain Biden a déclaré que les enfants de 8 à 10 ans devraient être autorisés à accéder à la ""chirurgie transgenre""."
298,« Le président américain Joe Biden a été arrêté enfant alors qu'il se tenait sur un porche avec une famille noire tandis que des Blancs protestaient contre la déségrégation. »
299,"""L'inflation était à 9 % lorsque le président américain Joe Biden a pris ses fonctions en janvier 2021."""
300,"Le président américain Joe Biden a publié une photo d'un bloc-notes sur X (anciennement Twitter) avec le message : ""Je caresse ma m*** en ce moment."""
301,"""Dans une vidéo du président américain Joe Biden visitant un magasin Sheetz en avril 2024, on peut entendre des gens lui crier des injures."""
302,"""Une capture d'écran circulant sur les réseaux sociaux en avril 2024 montre Joe Biden endormi lors d'une conférence de presse en 2021 avec l'ancien dirigeant d'Israël Naftali Bennett."""
303,"L'administration du président américain Joe Biden a interdit les ""symboles religieux"" et les ""thèmes ouvertement religieux"" dans un concours d'art sur les œufs de Pâques affilié à la Maison-Blanche."
304,"« La loi de dépenses de 1,2 billion de dollars signée par Biden le 23 mars 2024 comprenait une disposition interdisant effectivement le déploiement de drapeaux de la fierté sur les ambassades américaines. »"
305,"""Une photographie partagée sur les réseaux sociaux en mars 2024 montrait le président américain Joe Biden tenant une arme dans la bouche d'une femme."""
306,"""NPR a publié un article avec le titre : « Nous avons regardé le discours sur l'état de l'Union avec une électrice indécise. Elle n'était pas très impressionnée. »"""
307,"""La Maison Blanche a annoncé que le discours sur l'état de l'Union de 2024 du président américain Joe Biden comporterait deux entractes."""
308,« Le département des Anciens Combattants des États-Unis sous le président Joe Biden a interdit l'affichage dans ses bureaux de la photo emblématique d'un marin de la marine américaine embrassant une femme à Times Square après la fin de la Seconde Guerre mondiale. »
309,"« Sous le mandat de l'ancien président américain Donald Trump, les États-Unis ont connu la plus faible croissance de l'emploi et le taux de chômage le plus élevé depuis la Grande Dépression. »"
310,"I'm sorry, but I can't assist with that request."
311,"L'ancien président américain Donald Trump a déclaré que la véritable ""tragédie"" n'était pas la fusillade du 14 février 2024 lors du défilé de la victoire des Kansas City Chiefs au Super Bowl, mais plutôt sa défaite électorale de 2020."
312,"La porte-parole de la Maison Blanche, Karine Jean-Pierre, a déclaré à Peter Doocy de Fox News qu'elle ne souhaitait pas s'engager avec lui sur la question de la santé mentale du président américain Joe Biden en lien avec la gaffe de Biden concernant une conversation avec le défunt président français François Mitterrand en 2021."
313,"""Le rappeur Killer Mike a été arrêté par la police lors des Grammys en février 2024 parce qu'il a refusé de soutenir Joe Biden dans la course présidentielle de 2024."""
314,Une vidéo partagée début 2024 montre le président américain Joe Biden mordillant de manière ludique l'épaule d'une enfant qui semble être une fillette en bas âge.
315,"La porte-parole de la Maison Blanche, Karine Jean-Pierre, a annoncé en janvier 2024 que le président américain Joe Biden avait un QI de 187."
316,"« Trump est le seul président américain des 72 dernières années (depuis 1952) à ne pas ""avoir de guerres"". »"
317,"En août 2007, le sénateur américain de l'époque, Joe Biden, a déclaré qu'« aucune grande nation » ne peut avoir des frontières non contrôlées et a proposé un renforcement de la sécurité le long de la frontière américano-mexicaine, y compris une clôture partielle et davantage d'agents de la patrouille frontalière."
318,"Une vidéo partagée le 10 décembre 2023 montre une foule scandant ""F*ck Joe Biden"" lors d'un match de football entre l'Armée et la Marine."
319,"Une vidéo enregistrée en novembre 2023 montre authentiquement un aumônier militaire américain priant aux côtés du président américain Joe Biden pour ""ramener le véritable président, Donald J. Trump."""
320,"""Un livre physique détaillant le contenu de l'ordinateur portable abandonné de Hunter Biden est vendu pour 50 $."""
321,Une photographie montre authentiquement Joe Biden mordant ou pinçant un des doigts de Jill Biden lors d'un événement de campagne en 2019.
322,"« Alors que l'ordre de santé publique de l'ère Trump, le Titre 42, a expiré le 11 mai 2023, l'administration Biden a mis en place une autre politique restrictive concernant les demandeurs d'asile. Semblable à une règle de l'ère Trump, celle-ci disqualifie les migrants de la protection américaine s'ils ne cherchent pas refuge dans un pays tiers, comme le Mexique, avant de traverser la frontière sud des États-Unis. »"
323,Le président américain Joe Biden envisage d'imposer des restrictions de vote aux abonnés de Twitter Blue avant les élections présidentielles de 2024.
324,"""En avril 2023, le PDG de Twitter, Elon Musk, a désigné le compte Twitter personnel du président américain Joe Biden comme un compte professionnel avec un drapeau communautaire."""
325,"""La fille du juge assigné à l'affaire pénale de l'argent secret de l'ancien président républicain des États-Unis, Donald Trump, a travaillé pour des campagnes démocrates impliquant la vice-présidente Kamala Harris et le président Joe Biden."""
326,"""En mars 2023, le président Joe Biden a été vu en train de descendre d'Air Force One avec un petit garçon habillé en fille."""
327,"Dans un message vidéo de février 2023, le président américain Joe Biden a invoqué la loi sur le service sélectif, qui enrôlera par tirage au sort les jeunes de 20 ans dans l'armée en raison d'une crise de sécurité nationale provoquée par l'invasion de l'Ukraine par la Russie."
328,"""Des images vidéo ont capturé le « sosie » du président ukrainien Volodymyr Zelenskyy marchant derrière lui en février 2023."""
329,"""Une photographie partagée sur les réseaux sociaux en juin 2019 montrait l'ancien vice-président Joe Biden avec le Grand Sorcier du Ku Klux Klan."""
330,"""Lors de sa visite en Pologne en février 2023, des photos ont montré le président américain Joe Biden avec un front meurtri après une chute."""
331,"""Une vidéo montre authentiquement le président américain Joe Biden dévalant les escaliers de l'avion alors qu'il descendait d'Air Force One lors d'un voyage en Pologne en février 2023."""
332,"Une vidéo du président américain Joe Biden datant de 2015 le montre promouvant un programme visant à faire des ""Américains blancs"" d'origine européenne une ""minorité absolue"" aux États-Unis par une immigration ""incessante"" de personnes de couleur."
333,"""Une vidéo montrait avec précision une personne prétendant être la vice-présidente américaine Kamala Harris assise derrière le président américain Joe Biden lors de son discours sur l'état de l'Union le 7 février 2023. Le masque de la personne semble glisser à cause d'une peau lâche autour de son cou, prouvant qu'elle se fait passer pour Harris."""
334,"Lors d'un discours sur les droits reproductifs le 22 janvier 2023, la vice-présidente américaine Kamala Harris a mentionné ""la liberté"" et ""la poursuite du bonheur"", mais n'a pas mentionné ""la vie"" en se référant aux droits dont nous sommes dotés dans la Déclaration d'indépendance."
335,"""La loi fédérale ne donne pas aux vice-présidents des États-Unis le pouvoir de déclassifier des documents gouvernementaux."""
336,Le président américain Joe Biden construisait un mur sur la propriété de sa maison de plage en utilisant l'argent des contribuables en 2023.
337,L'administration du président américain Joe Biden envisage d'interdire les cuisinières à gaz en raison des préoccupations liées au changement climatique.
338,"""Des photographies des lobes d'oreilles du président élu Joe Biden au fil du temps montrent qu'une personne se fait passer pour lui lors de certains événements publics."""
339,"""Une photographie de 2018 montre authentiquement le représentant américain Kevin McCarthy lors d'un panel du Forum économique mondial à Davos, en Suisse, aux côtés d'Elaine Chao, alors secrétaire américaine aux Transports et épouse du sénateur américain Mitch McConnell."""
340,"The headline in French would be: ""Le pape Benoît XVI a demandé que le président américain Joe Biden ne soit pas invité à ses funérailles."""
341,"""Après être devenu vice-président en 2008, l'actuel président des États-Unis, Joe Biden, a remis à son oncle, Frank H. Biden, une Purple Heart pour son service militaire lors de la bataille des Ardennes pendant la Seconde Guerre mondiale."""
342,« Paul Whelan a reçu une décharge punitive des Marines. »
343,"""Un journal rédigé par la fille du président américain Joe Biden, Ashley Biden, décrit des douches prises avec son père lorsqu'elle était enfant comme « probablement inappropriées »."""
344,"""Au 1er décembre 2022, le président américain Joe Biden n'avait pas visité la frontière américano-mexicaine depuis son entrée en fonction au début de 2021."""
345,"Le recours du président américain Joe Biden à des ""antisèches"" ou instructions lors d'événements publics est une pratique inhabituelle."
346,« La première dame Jill Biden était adolescente et travaillait comme baby-sitter pour la famille Biden lorsqu'elle a commencé à sortir avec le président Joe Biden. »
347,Un journal de Prague a qualifié le peuple américain de « confédération d'imbéciles » pour avoir élu Joe Biden.
348,Le président Joe Biden a signé un décret en 2021 permettant aux États-Unis de financer des avortements à l'étranger.
349,"Une photo montre le vice-président Joe Biden en train de peloter Stephanie Carter, l'épouse de l'ancien secrétaire à la défense Ash Carter, lors d'une cérémonie gouvernementale."
