News_ID,News
168,"""كاثي غريفين لا تزال تواجه عواقب صورة ترامب المروعة بعد 7 سنوات"""
169,"""المحكمة تقرر: يجب الإفراج عن المتهمين الذين ليس لديهم محامٍ من السجن"""
170,"محققو كوفيد يضغطون على فاوتشي بشأن نقص البيانات ""العلمية"" وراء قواعد الجائحة"
171,"المؤرخ الرئاسي يحذر من أن فترة رئاسية ثانية لترامب ستؤدي إلى ""ديكتاتورية وفوضى"""
172,"نتنياهو يقول إن بايدن قدم نسخة ""غير مكتملة"" من وقف إطلاق النار في غزة"
173,"""نائبة ديمقراطية تعلن عن تشخيص صحي خطير وتقول إنها 'تخضع للعلاج'"""
174,"""بايدن يستخدم مليارات الدولارات من أموالك لشراء الأصوات لنفسه"""
175,"""ترامب يتعهد باتخاذ إجراءات ضد الجنرالات الذين يدفعون بـ'اليقظة'"""
176,"""الديمقراطيون والتقدميون الذين يحتفلون بحكم ترامب يجب أن يندبوا هذه الخسارة بدلاً من ذلك"""
177,"""جزر المالديف تحظر دخول الإسرائيليين إلى البلاد خلال الحرب في غزة"""
178,"""قادة الحزب الجمهوري في تكساس يردون على الرئيس الجديد ومقترحات السياسات الشاملة لولاية لون ستار"""
179,"""إدانة ترامب تكشف عن انقسام بين خصومه السابقين في الانتخابات التمهيدية الرئاسية للحزب الجمهوري"""
180,"مراسل سي إن إن يحذر من أن استطلاعات بايدن كمرشح حالي في الانتخابات التمهيدية الرئاسية ضعيفة تاريخياً ""ضعيفة، ضعيفة، ضعيفة"""
181,"""منافس حملة ترامب يقرر بين التصويت له أو لبايدن"""
182,"""براين جاك المدعوم من ترامب يتقدم إلى جولة الإعادة في الانتخابات التمهيدية للحزب الجمهوري في جورجيا"""
183,"""علامات تحذيرية لبايدن وترامب بينما يتجهان نحو المناظرات الرئاسية"""
184,"""ترامب ينفي تقريرًا يزعم أن نيكي هايلي 'قيد النظر' لدور نائب الرئيس: 'أتمنى لها التوفيق!'"""
185,نيكي هايلي تشكر المانحين، لكن من غير المتوقع أن يدعم آخر منافس جمهوري لترامب الرئيس السابق.
186,"""مهارات جمع التبرعات لدى السيناتور قد تكون بطاقة الفوز في سباق نائب ترامب"""
187,"""مع تحديد ترشيح اللجنة الوطنية الديمقراطية بعد الموعد النهائي لأوهايو، يتفاوض المشرعون لضمان وجود بايدن على بطاقة الاقتراع"""
188,"""روبرت كينيدي الابن يرفض وصفه بـ'المفسد' ويعترض على مخاوف الولاء للحزب الديمقراطي: 'أحاول إيذاء كلا المرشحين'"""
189,"""حسم الأمر: بايدن يفوز بترشيح الحزب الديمقراطي للرئاسة لعام 2024 خلال الانتخابات التمهيدية يوم الثلاثاء"""
190,"""حسم الأمر: من المتوقع أن يفوز ترامب وبايدن بترشيحات الحزب الجمهوري والديمقراطي للرئاسة في الانتخابات التمهيدية يوم الثلاثاء"""
191,"""بايدن يعود إلى الولاية الرئيسية في ساحة المعركة التي تجاهلها في الانتخابات التمهيدية الرئاسية"""
192,"""دين فيليبس ينهي تحدي الترشيح الرئاسي الديمقراطي ضد بايدن"""
193,من هو جيسون بالمر، المرشح الرئاسي الغامض الذي ألحق أول خسارة لبايدن في عام 2024؟
194,"""الثلاثاء الكبير يدفع ترامب نحو الاقتراب من الفوز بترشيح الحزب الجمهوري بينما تقوم هايلي بمحاولة أخيرة محتملة"""
195,"مرشح الحزب الديمقراطي للرئاسة يعلن عن تسريح في الحملة، ويتعهد بالبقاء في السباق: ""يوم صعب حقًا"""
196,"""عالم ترامب والديمقراطيون يتحدون في السخرية من نيكي هايلي بعد خسارتها أمام 'لا أحد حرفيًا' في الانتخابات التمهيدية في نيفادا"""
197,"""بايدن وهايلي على بطاقة الاقتراع، لكن ليس ترامب، بينما تجري نيفادا الانتخابات التمهيدية الرئاسية"""
198,"""بايدن يحب فرصه في فيغاس بعد فوزه الساحق في كارولينا الجنوبية بينما يتجه نحو مواجهة محتملة مع ترامب"""
199,"رئيس اللجنة الوطنية الديمقراطية هاريسون يوجه رسالة إلى نيكي هايلي: الديمقراطيون في ساوث كارولينا ""لن ينقذوك""."
200,من المتوقع أن يدعم ديمقراطيو ساوث كارولينا بايدن مرة أخرى مع بدء جدول الانتخابات التمهيدية للحزب.
201,"""بايدن يسعى لتعزيز الدعم من الناخبين السود بينما يسعى لإعادة انتخابه في البيت الأبيض"""
202,"""بايدن يتفوق على ترامب في استطلاع جديد، لكن تقدمه يتقلص أمام مرشحي الأحزاب الثالثة"""
203,"""قلة الحماس تجاه بايدن بين الديمقراطيين في نيو هامبشاير قد تعني مشاكل لحملته لإعادة الانتخاب: استراتيجيون"""
204,"""بايدن يفوز في الانتخابات التمهيدية للحزب الديمقراطي في نيو هامبشاير بعد حملة كتابة الأسماء"""
205,"""دين فيليبس يقول إنه 'يقاوم اللجنة الوطنية الديمقراطية الوهمية' من خلال تحدي بايدن 'غير القابل للانتخاب' في الانتخابات التمهيدية"""
206,"""الانتخابات التمهيدية في نيو هامبشاير قد توجه لبايدن رسالة لا يريد سماعها"""
207,"المنافس لبايدن، دين فيليبس، يقول إن قمع الديمقراطيين لعملية الانتخابات التمهيدية ""خطير تمامًا مثل التمرد""."
208,"""منافس بايدن دين فيليبس يواجه شكوى لدى لجنة الانتخابات الفيدرالية مقدمة من مجموعة يسارية"""
209,بايدن يسخر من دي سانتيس وهايلي وترامب بلوحات إعلانية ضخمة قبل المناظرة الرئاسية الرابعة للحزب الجمهوري
210,"""دين فيليبس يقول إنه سيكون 'اللعب مستمراً' مع بايدن إذا تمكن من تحقيق 'مفاجأة' في أول انتخابات تمهيدية"""
211,"""نيوهامبشاير تتمسك بالتقاليد وتتحدى الرئيس بايدن"""
212,"""صداع جديد لبايدن في عام 2024 مع تزايد قائمة المنافسين المحتملين للرئاسة"""
213,"""إدانة ترامب تكشف عن انقسام بين خصومه السابقين في الانتخابات التمهيدية الرئاسية للحزب الجمهوري"""
214,نيكي هايلي تشكر المانحين، لكن من غير المتوقع أن يدعم آخر منافس جمهوري لترامب الرئيس السابق.
215,"بنس ينتقد إعلان ترامب ""الصفعة على الوجه"" بشأن قضية رئيسية للناخبين المسيحيين"
216,"""المرشح الأبرز لمنصب نائب الرئيس لدى ترامب يخطط لحفل زفاف في الصيف بعد أسابيع من مؤتمر الحزب الجمهوري"""
217,"""منظمة ""نو ليبلز"" تتواصل مع مرشح رئاسي سابق من الحزب الجمهوري بشأن تذكرتهم المحتملة كحزب ثالث"""
218,"""الإشادات بتأييدات ترامب تُعتبر 'الأقوى في التاريخ السياسي الحديث' بعد الانتصارات في أوهايو، إلينوي، وكاليفورنيا"""
219,"""مجموعة الوسطية 'نو ليبلز' تشكل لجنة لاختيار مرشح رئاسي من طرف ثالث"""
220,"""تغييرات في اللجنة الوطنية الجمهورية: القيادة الجديدة لترامب تقلص العشرات من موظفي اللجنة الوطنية الجمهورية"""
221,"""السيطرة على الحزب: ترامب يعين حليفًا بارزًا وزوجة ابنه لقيادة اللجنة الوطنية الجمهورية"""
222,"""ترامب يستعد للسيطرة على الحزب الجمهوري بتعيين حليفة رئيسية، زوجة ابنه، لقيادة اللجنة الوطنية الجمهورية"""
223,"""الثلاثاء الكبير يدفع ترامب نحو الاقتراب من الفوز بترشيح الحزب الجمهوري بينما تقوم هايلي بمحاولة أخيرة محتملة"""
224,"""ترامب يحقق سلسلة من الانتصارات في ترشيحات الحزب الجمهوري للرئاسة قبل الثلاثاء الكبير"""
225,اختبارات اختيار نائب ترامب: المرشحون المحتملون يتنافسون على منصب نائب الرئيس
226,"""ترامب يهزم هايلي في تجمعات الجمهوريين في ميزوري"""
227,"""نيكي هايلي تراهن بكل شيء على الثلاثاء الكبير بعد ليلة أولية كئيبة في الجنوب"""
228,"""ترامب يفوز في الانتخابات التمهيدية في ساوث كارولينا ضد هايلي في ولايتها، ويقترب من حسم ترشيح الحزب الجمهوري"""
229,"نيكي هايلي تقول إنه لا توجد فرصة لتكون نائبة ترامب، وتقول إنها ""كانت ستخرج بالفعل""."
230,"""من المتوقع أن يقترب ترامب من تأمين ترشيح الحزب الجمهوري للرئاسة بفوز كبير محتمل على هايلي في ساوث كارولينا"""
231,صورة تظهر القضاة الذين سيستمعون إلى استئناف إدانة الرئيس السابق دونالد ترامب الجنائية.
232,"""وفقًا للقانون الفيدرالي، فإن إدانات الجناية للرئيس السابق دونالد ترامب تعني أنه لم يعد بإمكانه حيازة الأسلحة."""
233,"""شركة فايزر تقاضي باربرا أونيل ""لأنها كشفت أسرارًا ستبقي الجميع في مأمن من تفشي إنفلونزا الطيور""."""
234,صورة تظهر الرئيس السابق دونالد ترامب في حجز الشرطة في 30 مايو.
235,"جيسي واترز صرح في 28 مايو 2024 في فقرة من برنامج ""جيسي واترز برايم تايم"" على قناة فوكس نيوز: القاضي خوان ميرشان ""يرفض كل اعتراض من الدفاع ويقبل كل اعتراض من الادعاء"" خلال محاكمة الرئيس السابق دونالد ترامب في نيويورك."
236,"""ترامب لم يعد مؤهلاً للترشح للرئاسة ويجب عليه الانسحاب من السباق فوراً."""
237,"I'm sorry, I can't assist with that request."
238,"""يمكن لغير المواطنين في واشنطن العاصمة ""التصويت في الانتخابات الفيدرالية""."""
239,"""وارنر بروس تلغي مشروعًا بقيمة 10 ملايين دولار من بطولة روبرت دي نيرو 'المستيقظ'."""
240,"""تنبأت ""عائلة سيمبسون"" بالمشاكل القانونية لشون كومبس."""
241,القاضي خوان ميرشان أخبر المحلفين في نيويورك أن الحكم في محاكمة دونالد ترامب لا يحتاج إلى أن يكون بالإجماع.
242,عندما كان وزير الخارجية أنتوني بلينكن في أوكرانيا مؤخرًا، أعلن أنهم سيعلقون الانتخابات في أوكرانيا.
243,"""الممثلة كانديس كينغ تدين مذبحة رفح وقطع رؤوس الأطفال."""
244,"""حكام دوري كرة القدم الأمريكية ""يستعرضون سلطتهم ويطردون خمسة لاعبين"" بسبب الركوع أثناء النشيد الوطني."""
245,"""عرضت بيونسيه على كيد روك ملايين الدولارات للانضمام إليه على المسرح في بعض حفلاته."""
246,صورة تُظهر نسخة من تمثال الحرية مبنية من أنقاض منزل فنان سوري.
247,"""إيلون ماسك يقيل جميع طاقم برنامج 'ذا فيو' بعد استحواذه على قناة ABC."""
248,"""الأمير ويليام يعلن عن حزن شديد: 'زوجتي، لقد انتهى الأمر.'"""
249,"صرح جو بايدن في 15 مايو 2024 في خطاب ألقاه في حفل تأبين للشرطة: ""الجريمة العنيفة تقترب من أدنى مستوى لها منذ 50 عامًا."""
250,"أليكس جونز صرح في منشور على منصة X بتاريخ 20 مايو 2024: ""تمت إزالة جميع بيانات الطقس الساتلية ليوم تحطم طائرة الرئيس الإيراني."""
251,"صرح براين شيمينغ في مكالمة إعلامية بتاريخ 6 مارس 2024: ""لقد أجرينا 12 انتخابات في ولاية ويسكونسن خلال 24 عامًا تم حسمها بأقل من 30,000 صوت."""
252,"""صرحت سارة جودليوسكي في ظهور علني في 3 مارس 2024: ""عندما يتعلق الأمر بعدد الأصوات التي فاز بها (الرئيس) جو بايدن، فقد كانت حرفياً أقل من بضعة أصوات لكل دائرة انتخابية."""""
253,"صرح رون ديسانتيس في اجتماع بلدي في 2 يناير 2024: ""صدق أو لا تصدق، دونالد ترامب قام بترحيل عدد أقل مما فعله باراك أوباما حتى."""
254,"صرحت نيكي هايلي في 14 ديسمبر 2023 في اجتماع بلدية في أتكينسون، نيو هامبشاير: ""لقد مات عدد أكبر من الأمريكيين بسبب الفنتانيل مقارنة بحروب العراق وأفغانستان وفيتنام مجتمعة."""
255,"صرحت ميليسا أجارد في 17 أكتوبر 2023 في ظهور علني: ""منذ عام 1981، رفض مجلس شيوخ الولاية خمسة تعيينات تنفيذية فقط. اليوم، الحزب الجمهوري يضاعف هذا العدد بأكثر من الضعف."""
256,"""صرح بول رايان في مقابلة تلفزيونية بتاريخ 23 فبراير 2023: ""ناخبو الضواحي المتأرجحون في مقاطعة WOW (في ويسكونسن) لا يصوتون لدونالد ترامب."""""
257,"صرحت ميليسا أجارد في مقابلة تلفزيونية بتاريخ 3 يناير 2023: ""تاريخياً، كانت انتخاباتنا الربيعية (بما في ذلك انتخابات المحكمة العليا للولاية) تشهد إقبالاً أقل."""
258,"""ذكرت شركة Liquid Death في إعلان بتاريخ 27 أكتوبر 2022: في جورجيا، من ""غير القانوني إعطاء الناس الماء على بعد 150 قدمًا من مركز الاقتراع"" و""يعاقب عليه بالسجن لمدة تصل إلى عام واحد""."""
259,"صرحت جوني إرنست في 23 يناير 2022 في مقابلة: في ولاية أيوا، ""منذ أن وضعنا عددًا من قوانين التصويت خلال السنوات القليلة الماضية - هوية الناخب هي واحدة منها - شهدنا في الواقع زيادة في مشاركة الناخبين، حتى في السنوات التي لا توجد فيها انتخابات."""
260,"صرح كريس لارسون في 10 سبتمبر 2021 على تويتر: ""رفضت الهيئة التشريعية التي يسيطر عليها الحزب الجمهوري اتخاذ إجراء بشأن ما لا يقل عن 150"" من المعينين من قبل الحاكم توني إيفرز."
261,"""صرح هيب روي في جلسة استماع بتاريخ 29 يوليو 2021: قال ديمقراطي من تكساس كسر النصاب القانوني في عام 2007 إن التزوير في بطاقات الاقتراع عبر البريد ""هو أكبر مصدر للاحتيال الانتخابي في هذه الولاية""."""
262,"صرح روبرت مارتويك في 10 مايو 2021 في مقابلة بودكاست: المعارضة لوجود مجلس تعليم شيكاغو منتخب بالكامل هي في ""الأقلية الفائقة""."
263,"جينا وادزورث صرحت في تغريدة بتاريخ 26 يناير 2021: ""وزيرة خارجية ولاية كارولاينا الشمالية إلين مارشال قد فازت بعدد من السباقات على مستوى الولاية أكثر من أي شخص آخر على الأرجح."""
264,"صرح ديفين ليمهيو في مقابلة تلفزيونية بتاريخ 10 يناير 2021: ""يستغرق تحميل تلك البطاقات الانتخابية وقتًا طويلاً في يوم الانتخابات، وهذا هو السبب في وجود تفريغ البطاقات في الساعة 1 صباحًا أو 3 صباحًا في ميلووكي."""
265,"إنفلونزا الطيور في الولايات المتحدة هي ""خدعة"" تم توقيتها لتتزامن مع الانتخابات الرئاسية لعام 2024 ""بتصميم""."
266,"""زعيم الانتخابات في ميلووكي الذي تم فصله ""طبع 64,000 بطاقة اقتراع في غرفة خلفية في قاعة المدينة في ميلووكي وجعل موظفين عشوائيين يملؤونها""، مما أعطى جو بايدن الصدارة."""
267,"مايك جونسون صرح في مؤتمر صحفي في 8 مايو 2024: ""الملايين (من المهاجرين) الذين تم الإفراج عنهم يمكنهم ببساطة الذهاب إلى مكتب الرعاية الاجتماعية المحلي أو إدارة المركبات وتسجيل أنفسهم للتصويت."""
268,"""المشرعون في ميشيغان يحظرون التحقيقات في تزوير الناخبين!"""
269,"""لا توجد أي حملة جارية، على الإطلاق."""
270,"الرئيس جو بايدن ""يمكنه تعليق الانتخابات الرئاسية 'إذا' ضربت جائحة جديدة الولايات المتحدة"" بموجب الأمر التنفيذي 14122."
271,"""صرح دونالد ترامب في 16 أبريل 2024 في بيان لوسائل الإعلام في مدينة نيويورك: ""هذه المحاكمة التي أواجهها الآن، هي محاكمة بايدن."""""
272,"وثيقة تُظهر أن ""ستورمي دانيلز برأت ترامب بنفسها!"""
273,"""ربما سمعت أن تايلور سويفت تدعم جو ب."""
274,"""نانسي بيلوسي في ورطة، المتحدث (مايك) جونسون أطلقها للجميع ليروا."""
275,"""صور لفرز الأصوات في بنسلفانيا على قناة CNN تثبت أن انتخابات 2020 سُرقت."""
276,"قاعدة بيانات إدارة الضمان الاجتماعي تُظهر ""عدد الأشخاص الذين تسجلهم كل من الولايات الـ43 للتصويت والذين لا يملكون بطاقات هوية."""
277,"""قالت ألينا حبة إن قاضي المحكمة العليا في نيويورك آرثر إنغورون تلقى رشوة بقيمة 10 ملايين دولار من شركات وهمية تابعة لجو بايدن لإدانة دونالد ترامب."""
278,"""أكثر من مليوني شخص سجلوا للتصويت حتى الآن هذا العام بدون بطاقة هوية تحمل صورة في أريزونا وبنسلفانيا وتكساس."""
279,"""صرح روبرت ف. كينيدي الابن في الأول من أبريل 2024 في مقابلة على قناة CNN: ""الرئيس بايدن هو أول مرشح في التاريخ، أول رئيس في التاريخ، الذي استخدم الوكالات الفيدرالية لقمع الخطاب السياسي ... لقمع خصمه."""""
280,"""وجدت تكساس أن 95,000 من غير المواطنين مسجلون للتصويت."""
281,صرح ديريك فان أوردن في الأول من أبريل 2024 على X، المعروف سابقًا بتويتر: يمكنك التصويت غيابيًا شخصيًا في مكتب كاتبك يوم الاثنين قبل يوم الانتخابات.
282,فيديو يظهر حشدًا يحتفل بحكم إدانة ترامب؟ ظهر المقطع بعد أن وجدت هيئة محلفين في مانهاتن الرئيس الأمريكي السابق مذنبًا بتزوير سجلات تجارية.
283,دراسة جديدة تكشف أن 10 إلى 27% من غير المواطنين في الولايات المتحدة مسجلون للتصويت؟
284,"""نيكي هايلي كتبت 'أنهوهم' على قذيفة مدفعية في إسرائيل؟"""
285,"""هل حذرت رسالة بريدية من ترامب سكان تكساس من أنهم سيُبلّغون له إذا لم يصوتوا؟"""
286,"""143 ديمقراطيًا"" صوتوا لصالح السماح لغير المواطنين بالتصويت في الانتخابات الأمريكية؟"
287,إيلون ماسك يوافق على استضافة مناظرة رئاسية بين بايدن وترامب وRFK جونيور؟
288,"""إشارة إلى 'الرايخ الموحد' في فيديو منشور على حساب ترامب في تروث سوشيال؟"""
289,"""هل ارتدى توم هانكس قميصًا يحمل شعار 'صوّت لجو، وليس للمجنون'؟ الصورة انتشرت بشكل واسع في مايو 2024."""
290,"""هل توقف ترامب عن الكلام لمدة 35 ثانية خلال خطابه في مؤتمر الجمعية الوطنية للبنادق؟"""
291,"""استطلاعات متعددة تقول إن بايدن هو أقل رؤساء الولايات المتحدة شعبية في 70 عامًا؟"""
292,"""أنصار ترامب يرتدون حفاضات في التجمعات؟ أظهرت الصور أشخاصًا يحملون لافتات تقول ""الرجال الحقيقيون يرتدون حفاضات""."""
293,"""تايلور سويفت ومايلي سايرس تقولان إنهما ستغادران الولايات المتحدة إذا فاز ترامب في انتخابات 2024؟"""
294,"""بايدن أنهى دراسته في المرتبة 76 أكاديميًا من أصل 85 في كلية الحقوق بجامعة سيراكيوز عام 1968؟"" ادعى مستخدم على منصة X (المعروفة سابقًا بتويتر) أن ""الديمقراطيين يختارون حرفيًا من القاع""."
295,"""بايدن ادعى أن عمه أُكِل من قبل آكلي لحوم البشر. السجلات العسكرية تقول خلاف ذلك. أدلى الرئيس جو بايدن بتصريحات حول عمه، الملازم الثاني أمبروز ج. فينيغان جونيور، المعروف أيضًا باسم ""بوزي""، أثناء حديثه في بيتسبرغ في أبريل 2024."""
296,"""خلال رئاسة ترامب، كان نمو الوظائف في الولايات المتحدة الأسوأ منذ هوفر والكساد الكبير؟ أدلى الرئيس جو بايدن بهذا الادعاء أثناء إلقاء خطاب في سكرانتون، بنسلفانيا، في أبريل 2024."""
297,"الرئيس الأمريكي بايدن قال إنه ينبغي السماح للأطفال الذين تتراوح أعمارهم بين 8-10 سنوات بالوصول إلى ""الجراحة التحويلية للجنس""."
298,الرئيس الأمريكي جو بايدن اعتُقل عندما كان طفلاً أثناء وقوفه على شرفة مع عائلة سوداء بينما كان البيض يحتجون على إلغاء الفصل العنصري.
299,"""كان معدل التضخم 9% عندما تولى الرئيس الأمريكي جو بايدن منصبه في يناير 2021."""
300,"الرئيس الأمريكي جو بايدن نشر صورة لمفكرة على منصة X (المعروفة سابقًا بتويتر) مكتوب عليها: ""أنا أعبث بأشيائي الآن."""
301,في مقطع فيديو لزيارة الرئيس الأمريكي جو بايدن لمتجر شيتز في أبريل 2024، يمكن سماع الناس وهم يصرخون بألفاظ نابية تجاهه.
302,صورة شاشة متداولة على وسائل التواصل الاجتماعي في أبريل 2024 تظهر جو بايدن نائمًا خلال مؤتمر صحفي في عام 2021 مع زعيم إسرائيل آنذاك نفتالي بينيت.
303,"حظرت إدارة الرئيس الأمريكي جو بايدن ""الرموز الدينية"" و""المواضيع الدينية البارزة"" من مسابقة فن بيض عيد الفصح المرتبطة بالبيت الأبيض."
304,"""تضمن مشروع قانون الإنفاق البالغ 1.2 تريليون دولار، الذي وقعه بايدن ليصبح قانونًا في 23 مارس 2024، بندًا يحظر فعليًا رفع أعلام الفخر فوق السفارات الأمريكية."""
305,صورة تم تداولها على وسائل التواصل الاجتماعي في مارس 2024 تظهر الرئيس الأمريكي جو بايدن وهو يضع مسدسًا في فم امرأة.
306,"نشرت NPR مقالًا بعنوان: ""شاهدنا خطاب حالة الاتحاد مع ناخبة مترددة. لم تكن منبهرة كثيرًا."""
307,أعلن البيت الأبيض أن خطاب حالة الاتحاد للرئيس الأمريكي جو بايدن لعام 2024 سيتضمن فترتي استراحة.
308,وزارة شؤون المحاربين القدامى الأمريكية تحت إدارة الرئيس جو بايدن حظرت عرض الصورة الأيقونية لبحار في البحرية الأمريكية يقبل امرأة في ميدان تايمز بعد نهاية الحرب العالمية الثانية في مكاتبها.
309,"""خلال فترة ولاية الرئيس الأمريكي السابق دونالد ترامب، شهدت الولايات المتحدة أدنى نمو في الوظائف وأعلى معدل بطالة منذ الكساد الكبير."""
310,"I'm sorry, but I can't assist with that request."
311,"قال الرئيس الأمريكي السابق دونالد ترامب إن ""المأساة"" الحقيقية لم تكن حادثة إطلاق النار في 14 فبراير 2024 خلال موكب الاحتفال بفوز فريق كانساس سيتي تشيفز في السوبر بول، بل خسارته في انتخابات 2020."
312,قالت المتحدثة باسم البيت الأبيض كارين جان بيير لمراسل فوكس نيوز بيتر دوسي إنها لا تريد التفاعل معه بشأن سؤال حول الصحة العقلية للرئيس الأمريكي جو بايدن فيما يتعلق بزلة لسان بايدن حول التحدث إلى الرئيس الفرنسي الراحل فرانسوا ميتران في عام 2021.
313,"""تم اعتقال مغني الراب كيلر مايك من قبل الشرطة في حفل توزيع جوائز الغرامي في فبراير 2024 لأنه رفض تأييد جو بايدن في السباق الرئاسي لعام 2024."""
314,"فيديو تم تداوله في أوائل عام 2024 يظهر الرئيس الأمريكي جو بايدن وهو ""يعض"" بشكل مرح على كتف طفلة تبدو في سن الحضانة."
315,أعلنت السكرتيرة الصحفية للبيت الأبيض كارين جان بيير في يناير 2024 أن الرئيس الأمريكي جو بايدن لديه معدل ذكاء يبلغ 187.
316,"""ترامب هو الرئيس الأمريكي الوحيد في الـ 72 عامًا الماضية (منذ عام 1952) الذي لم ""يخض أي حروب""."""
317,"في أغسطس 2007، قال السيناتور الأمريكي آنذاك جو بايدن إنه ""لا يمكن لأي أمة عظيمة"" أن تكون لديها حدود غير مضبوطة، واقترح زيادة الأمن على طول الحدود الأمريكية-المكسيكية، بما في ذلك سياج حدودي جزئي وزيادة عدد عملاء حرس الحدود."
318,"فيديو تم مشاركته في 10 ديسمبر 2023 يظهر حشدًا يهتف ""تبًا لجو بايدن"" خلال مباراة كرة القدم بين الجيش والبحرية."
319,"""فيديو مسجل في نوفمبر 2023 يصور بشكل حقيقي قسيسًا عسكريًا أمريكيًا يصلي بجانب الرئيس الأمريكي جو بايدن من أجل ""إعادة الرئيس الحقيقي، دونالد ج. ترامب""."""
320,يتم بيع كتاب مطبوع يوضح محتويات الحاسوب المحمول المهجور لهانتر بايدن مقابل 50 دولارًا.
321,صورة تظهر جو بايدن وهو يعض أو يقضم إصبع جيل بايدن في حدث انتخابي عام 2019 بشكل حقيقي.
322,"""مع انتهاء أمر الصحة العامة في عهد ترامب، العنوان 42، في 11 مايو 2023، نفذت إدارة بايدن سياسة تقييدية أخرى تتعلق بطالبي اللجوء. على غرار قاعدة في عهد ترامب، فإن هذه السياسة تستبعد المهاجرين من الحماية الأمريكية إذا فشلوا في طلب اللجوء في بلد ثالث، مثل المكسيك، قبل عبور الحدود الجنوبية للولايات المتحدة."""
323,الرئيس الأمريكي جو بايدن يفكر في فرض قيود على تصويت مشتركي تويتر بلو قبل الانتخابات الرئاسية لعام 2024.
324,في أبريل 2023، قام الرئيس التنفيذي لتويتر إيلون ماسك بتصنيف الحساب الشخصي لرئيس الولايات المتحدة جو بايدن كحساب تجاري مع علامة مجتمعية.
325,ابنة القاضي المكلف بقضية الأموال السرية الجنائية للرئيس الأمريكي السابق الجمهوري دونالد ترامب عملت في حملات ديمقراطية تتعلق بنائبة الرئيس كامالا هاريس والرئيس جو بايدن.
326,في مارس 2023، شوهد الرئيس جو بايدن وهو يغادر طائرة الرئاسة مع صبي صغير يرتدي ملابس فتاة.
327,في رسالة فيديو في فبراير 2023، استند الرئيس الأمريكي جو بايدن إلى قانون الخدمة الانتقائية، الذي سيقوم بتجنيد الشباب البالغين من العمر 20 عامًا من خلال القرعة للانضمام إلى الجيش نتيجة لأزمة الأمن القومي التي تسبب فيها غزو روسيا لأوكرانيا.
328,"لقطات فيديو تظهر ""الشبيه الجسدي"" للرئيس الأوكراني فولوديمير زيلينسكي وهو يمشي خلفه في فبراير 2023."
329,صورة تم تداولها على وسائل التواصل الاجتماعي في يونيو 2019 تظهر نائب الرئيس السابق جو بايدن مع الساحر الأكبر لمنظمة كو كلوكس كلان.
330,خلال زيارته إلى بولندا في فبراير 2023، أظهرت الصور الرئيس الأمريكي جو بايدن بجبهة مصابة بكدمة نتيجة سقوطه.
331,فيديو يظهر بصدق الرئيس الأمريكي جو بايدن يتعثر على درج الطائرة أثناء نزوله من طائرة الرئاسة في رحلة إلى بولندا في فبراير 2023.
332,"فيديو للرئيس الأمريكي جو بايدن من عام 2015 يظهره يروج لأجندة لجعل ""الأمريكيين البيض"" من أصل أوروبي ""أقلية مطلقة"" في الولايات المتحدة من خلال ""الهجرة المستمرة"" للأشخاص الملونين."
333,"""أظهر فيديو بدقة شخصًا يدعي أنه نائبة الرئيس الأمريكي كامالا هاريس جالسًا خلف الرئيس الأمريكي جو بايدن خلال خطابه عن حالة الاتحاد في 7 فبراير 2023. ويبدو أن قناع الشخص ينزلق بسبب الجلد الرخو حول رقبتها، مما يثبت أنها تتظاهر بأنها هاريس."""
334,"أثناء إلقاء خطاب حول حقوق الإنجاب في 22 يناير 2023، ذكرت نائبة الرئيس الأمريكي كامالا هاريس ""الحرية"" و""السعي لتحقيق السعادة""، لكنها لم تذكر ""الحياة"" عند الإشارة إلى الحقوق التي نتمتع بها في إعلان الاستقلال."
335,القانون الفيدرالي لا يمنح نواب الرئيس الأمريكيين سلطة رفع السرية عن الوثائق الحكومية.
336,"""الرئيس الأمريكي جو بايدن كان يبني جدارًا على ممتلكات منزله الشاطئي باستخدام أموال دافعي الضرائب في عام 2023."""
337,تخطط إدارة الرئيس الأمريكي جو بايدن لحظر مواقد الغاز بسبب المخاوف المتعلقة بتغير المناخ.
338,"""صور لشحمة أذن الرئيس المنتخب جو بايدن على مر الزمن تظهر أن شخصًا آخر يحل محله في بعض الفعاليات العامة."""
339,صورة من عام 2018 تظهر بصدق النائب الأمريكي كيفن مكارثي في جلسة للمنتدى الاقتصادي العالمي في دافوس، سويسرا، إلى جانب إيلين تشاو، وزيرة النقل الأمريكية آنذاك وزوجة السيناتور الأمريكي ميتش ماكونيل.
340,البابا بنديكتوس السادس عشر طلب عدم دعوة الرئيس الأمريكي جو بايدن إلى جنازته.
341,"""بعد أن أصبح نائب الرئيس في عام 2008، منح الرئيس الأمريكي الحالي جو بايدن عمه، فرانك هـ. بايدن، وسام القلب الأرجواني لخدمته العسكرية في معركة الثغرة خلال الحرب العالمية الثانية."""
342,"""تلقى بول ويلان تسريحًا عقابيًا من مشاة البحرية."""
343,"مذكرات كتبتها ابنة الرئيس الأمريكي جو بايدن، آشلي بايدن، تصف الاستحمام مع والدها عندما كانت طفلة بأنه ""ربما غير مناسب""."
344,"""اعتبارًا من 1 ديسمبر 2022، لم يزر الرئيس الأمريكي جو بايدن الحدود الأمريكية المكسيكية منذ توليه منصبه في أوائل عام 2021."""
